filename,label
image_1.jpg,0
image_2.jpg,1
image_3.jpg,0
image_4.jpg,0
image_5.jpg,1
image_6.jpg,1
image_7.jpg,1
image_8.jpg,0
image_9.jpg,0
image_10.jpg,1
image_11.jpg,1
image_12.jpg,1
image_13.jpg,0
image_14.jpg,0
image_15.jpg,0
image_16.jpg,0
image_17.jpg,0
image_18.jpg,1
image_19.jpg,1
image_20.jpg,1
image_21.jpg,0
image_22.jpg,1
image_23.jpg,0
image_24.jpg,1
image_25.jpg,0
image_26.jpg,1
image_27.jpg,0
image_28.jpg,0
image_29.jpg,0
image_30.jpg,0
image_31.jpg,0
image_32.jpg,1
image_33.jpg,0
image_34.jpg,1
image_35.jpg,0
image_36.jpg,1
image_37.jpg,1
image_38.jpg,1
image_39.jpg,0
image_40.jpg,0
image_41.jpg,1
image_42.jpg,1
image_43.jpg,1
image_44.jpg,0
image_45.jpg,1
image_46.jpg,0
image_47.jpg,1
image_48.jpg,1
image_49.jpg,0
image_50.jpg,0
image_51.jpg,0
image_52.jpg,0
image_53.jpg,1
image_54.jpg,0
image_55.jpg,0
image_56.jpg,1
image_57.jpg,1
image_58.jpg,0
image_59.jpg,0
image_60.jpg,0
image_61.jpg,1
image_62.jpg,0
image_63.jpg,0
image_64.jpg,1
image_65.jpg,0
image_66.jpg,1
image_67.jpg,0
image_68.jpg,1
image_69.jpg,1
image_70.jpg,0
image_71.jpg,0
image_72.jpg,1
image_73.jpg,1
image_74.jpg,1
image_75.jpg,0
image_76.jpg,0
image_77.jpg,0
image_78.jpg,0
image_79.jpg,0
image_80.jpg,0
image_81.jpg,1
image_82.jpg,1
image_83.jpg,1
image_84.jpg,1
image_85.jpg,0
image_86.jpg,1
image_87.jpg,1
image_88.jpg,1
image_89.jpg,0
image_90.jpg,0
image_91.jpg,1
image_92.jpg,1
image_93.jpg,1
image_94.jpg,1
image_95.jpg,1
image_96.jpg,1
image_97.jpg,1
image_98.jpg,1
image_99.jpg,0
image_100.jpg,0
image_101.jpg,0
image_102.jpg,0
image_103.jpg,0
image_104.jpg,0
image_105.jpg,0
image_106.jpg,1
image_107.jpg,1
image_108.jpg,1
image_109.jpg,0
image_110.jpg,0
image_111.jpg,0
image_112.jpg,1
image_113.jpg,0
image_114.jpg,1
image_115.jpg,1
image_116.jpg,1
image_117.jpg,0
image_118.jpg,0
image_119.jpg,1
image_120.jpg,1
image_121.jpg,1
image_122.jpg,1
image_123.jpg,1
image_124.jpg,0
image_125.jpg,1
image_126.jpg,1
image_127.jpg,1
image_128.jpg,0
image_129.jpg,1
image_130.jpg,0
image_131.jpg,1
image_132.jpg,0
image_133.jpg,1
image_134.jpg,0
image_135.jpg,0
image_136.jpg,0
image_137.jpg,1
image_138.jpg,1
image_139.jpg,0
image_140.jpg,0
image_141.jpg,1
image_142.jpg,1
image_143.jpg,1
image_144.jpg,1
image_145.jpg,1
image_146.jpg,0
image_147.jpg,1
image_148.jpg,0
image_149.jpg,1
image_150.jpg,1
image_151.jpg,0
image_152.jpg,1
image_153.jpg,1
image_154.jpg,0
image_155.jpg,1
image_156.jpg,1
image_157.jpg,0
image_158.jpg,0
image_159.jpg,1
image_160.jpg,1
image_161.jpg,1
image_162.jpg,0
image_163.jpg,1
image_164.jpg,0
image_165.jpg,1
image_166.jpg,1
image_167.jpg,0
image_168.jpg,1
image_169.jpg,0
image_170.jpg,1
image_171.jpg,0
image_172.jpg,0
image_173.jpg,0
image_174.jpg,0
image_175.jpg,0
image_176.jpg,1
image_177.jpg,0
image_178.jpg,1
image_179.jpg,0
image_180.jpg,1
image_181.jpg,1
image_182.jpg,0
image_183.jpg,1
image_184.jpg,0
image_185.jpg,0
image_186.jpg,1
image_187.jpg,0
image_188.jpg,0
image_189.jpg,1
image_190.jpg,0
image_191.jpg,1
image_192.jpg,0
image_193.jpg,0
image_194.jpg,0
image_195.jpg,0
image_196.jpg,1
image_197.jpg,0
image_198.jpg,0
image_199.jpg,0
image_200.jpg,0
image_201.jpg,1
image_202.jpg,0
image_203.jpg,1
image_204.jpg,0
image_205.jpg,1
image_206.jpg,0
image_207.jpg,0
image_208.jpg,1
image_209.jpg,1
image_210.jpg,1
image_211.jpg,0
image_212.jpg,1
image_213.jpg,1
image_214.jpg,1
image_215.jpg,0
image_216.jpg,1
image_217.jpg,1
image_218.jpg,0
image_219.jpg,0
image_220.jpg,0
image_221.jpg,1
image_222.jpg,0
image_223.jpg,1
image_224.jpg,0
image_225.jpg,0
image_226.jpg,1
image_227.jpg,0
image_228.jpg,0
image_229.jpg,1
image_230.jpg,0
image_231.jpg,1
image_232.jpg,1
image_233.jpg,0
image_234.jpg,0
image_235.jpg,1
image_236.jpg,1
image_237.jpg,0
image_238.jpg,0
image_239.jpg,0
image_240.jpg,0
image_241.jpg,0
image_242.jpg,0
image_243.jpg,0
image_244.jpg,1
image_245.jpg,1
image_246.jpg,1
image_247.jpg,1
image_248.jpg,1
image_249.jpg,1
image_250.jpg,0
image_251.jpg,0
image_252.jpg,0
image_253.jpg,0
image_254.jpg,1
image_255.jpg,1
image_256.jpg,0
image_257.jpg,0
image_258.jpg,1
image_259.jpg,0
image_260.jpg,0
image_261.jpg,0
image_262.jpg,0
image_263.jpg,0
image_264.jpg,0
